Sno,Name,Unit,Created Date,Service,Category,Enable Asset Tracking,Notes,Commodity Code,Sub CommodityCode,Std cost updated,Product Line Segment,Foreign Name,GL Account Code
808,SCRUB-760 601OZ,Box,2024-02-07T12:31:32Z,,Abrasive Grinding Wheels,FALSE,,,,204.39,,,
809,PRD-746 112OZ,Box,2024-03-28T17:20:14Z,,Industrial Paints,FALSE,,Chemicals products (W050701),,916.31,,,
810,BTHRM-216 31KG,Carton,2024-10-15T09:43:18Z,,Wood Pellets,FALSE,,Graphic chain pack design (X030101),,180.83,,,
811,AC-484 1414GAL,Carton,2024-09-28T02:00:01Z,,PVC Pipes,TRUE,,Office Supplies (W050801),,676.56,,,
812,AC-175 130GAL,Each,2024-11-11T16:36:18Z,,Insulation Foam,FALSE,,Cement (C020301),Sterile Gloves (M070101),632.87,,,
813,BK-788 1381OZ,Box,2024-08-04T10:55:09Z,,Hydraulic Fluids,TRUE,,Vehicle Maintenance (M030501),Paper products (X010201),366.89,,,
814,PRD-712 380ML,Carton,2024-04-09T13:04:44Z,,Lubricating Oils,FALSE,,,,350.95,,,
815,SN-994 820GAL,Box,2024-04-17T05:46:22Z,,Welding Rods,FALSE,,Sterile Gloves (M070101),,510.56,,,
816,BK-906 494L,Each,2024-08-26T13:05:19Z,,Electrical Cables,FALSE,,Advert. agency fees (X020101),,545.55,,,
817,CLNR-123 235ML,Each,2024-08-26T13:05:19Z,,Industrial Adhesives,TRUE,,APO Services (V050401),,860.98,,,
818,PRD-810 176GAL,Box,2024-03-29T16:42:50Z,,Stainless Steel Fasteners,TRUE,,Paper products (X010201),,434.36,,,
819,LX-433 2271OZ,Carton,2024-02-25T17:13:24Z,,HVAC Filters,FALSE,,Medical Supplies (M060101),,359.73,,,
820,BTHRM-129 1724OZ,Box,2024-04-24T16:39:12Z,,Safety Helmets,TRUE,,Construction Materials (C040201),Advert. agency fees (X020101),838.92,,,
821,HD-713 2901ML,Box,2024-10-17T11:18:16Z,,Fire-Resistant Fabrics,TRUE,,Chemicals products (W050701),APO Services (V050401),199.06,,,
822,HD-844 19GAL,Carton,2024-05-14T09:57:01Z,,,TRUE,,Graphic chain pack design (X030101),Paper products (X010201),115.788,,,
823,AC-667 1902ML,Carton,2024-08-03T06:45:56Z,,Glass Wool Insulation,FALSE,,,,668.91,,,
824,BTHRM-182 960OZ,Each,2024-03-21T13:14:00Z,,Roofing Shingles,FALSE,,Cement (C020301),Cement (C020301),710.82,,,
825,HD-704 1537ML,Box,2024-06-05T23:56:20Z,,Sandpaper Rolls,FALSE,,Vehicle Maintenance (M030501),Cement (C020301),436.82,,,
826,SCRUB-796 880L,Carton,2024-03-04T06:01:13Z,,Brass Fittings,FALSE,,IT Equipment (T020101),,819.29,,,
827,PRD-343 1436OZ,Box,2024-04-30T17:38:04Z,,Tungsten Electrodes,TRUE,,Sterile Gloves (M070101),,364.27,,,
828,LX-760 2769OZ,Each,2024-08-26T13:05:19Z,,Industrial Solvents,TRUE,,Advert. agency fees (X020101),,120.17,,,
829,DISINFECT-480 1040OZ,Each,2024-01-04T13:21:39Z,,Water Treatment Chemicals,FALSE,,APO Services (V050401),,403.56,,,
830,CLNR-131 346ML,Box,2024-08-26T13:05:19Z,,"Bearings, Ball-Type",TRUE,,,Sterile Gloves (M070101),400.23,,,
831,BK-468 1879L,Carton,2024-10-20T01:51:15Z,,Chain Belts,TRUE,,Medical Supplies (M060101),Paper products (X010201),152.22,,,
832,SCRUB-887 572KG,Box,2024-07-07T13:17:42Z,,Conveyor Rollers,TRUE,,Construction Materials (C040201),Advert. agency fees (X020101),986.59,,,
833,SCRUB-178 2946KG,Box,2024-02-08T07:34:27Z,,Pneumatic Tools,TRUE,,,APO Services (V050401),368.93,,,
834,HD-703 491ML,Carton,2024-08-23T08:52:38Z,,LED Light Fixtures,FALSE,,,Paper products (X010201),941.39,,,
835,LX-985 2054GAL,Carton,2024-07-01T07:38:38Z,,Circuit Breakers,FALSE,,,,914.911,,,
836,DISINFECT-646 412OZ,Each,2024-10-23T13:01:35Z,,Plumbing Valves,FALSE,,,Cement (C020301),648.46,,,
837,CLNR-588 863ML,Box,2024-03-25T05:28:54Z,,Office Furniture,TRUE,,Chemicals products (W050701),Cement (C020301),833.13,,,
838,CLNR-336 743OZ,Carton,2024-08-06T08:48:25Z,,Cleaning Supplies,FALSE,,Graphic chain pack design (X030101),,858.267,,,
839,CLNR-687 347GAL,Box,2024-04-20T13:04:15Z,,Packaging Materials,TRUE,,Office Supplies (W050801),,138.17,,,
840,BK-134 1860ML,Each,2023-12-12T09:23:28Z,,IT Equipment,FALSE,,Cement (C020301),,380.57,,,
841,DISINFECT-794 815ML,Each,2024-09-10T20:17:08Z,,Laboratory Glassware,FALSE,,Vehicle Maintenance (M030501),,450.37,,,
842,SN-170 1853OZ,Box,2024-02-15T13:17:21Z,,Medical PPE Supplies,FALSE,,,Sterile Gloves (M070101),421.895,,,
843,AC-991 2567GAL,Carton,2024-08-26T13:05:19Z,,,TRUE,,Sterile Gloves (M070101),Paper products (X010201),432.86,,,
844,CLNR-713 1193OZ,Box,2024-05-09T17:49:36Z,,,FALSE,,Advert. agency fees (X020101),,527.18,,,
845,AC-244 2913GAL,Box,2024-05-22T14:52:18Z,,,TRUE,,APO Services (V050401),,91.83,,,
846,SCRUB-588 1902ML,Carton,2024-01-17T14:20:42Z,,"Alumina, Brown Fused",TRUE,,Paper products (X010201),,222.43,,,
847,BK-129 2521L,Carton,2024-08-26T13:05:19Z,,"Silica, High-Purity",TRUE,,Medical Supplies (M060101),,318.88,,,
848,SN-479 2323GAL,Each,2023-12-09T18:13:26Z,,Graphite Powder,FALSE,,Construction Materials (C040201),,224.75,,,
849,LX-497 525L,Box,2024-09-28T07:36:24Z,,Silicon Carbide,FALSE,,Chemicals products (W050701),,833.91,,,
850,SN-216 723L,Carton,2024-10-05T23:20:22Z,,"Steel, Galvanized Sheets",FALSE,,Graphic chain pack design (X030101),,847.631,,,
851,BK-446 447L,Box,2024-02-13T18:23:13Z,,Aluminum Ingots,FALSE,,,,27.099,,,
852,BK-371 1830GAL,Each,2024-08-17T12:31:33Z,,Copper Cathodes,TRUE,,Cement (C020301),,811.25,,,
853,BK-309 514L,Each,2024-04-05T23:36:10Z,,Polypropylene Resin,TRUE,,Vehicle Maintenance (M030501),,726.39,,,
854,BTHRM-973 2877L,Box,2024-08-14T07:19:33Z,,Polyester Fiber,FALSE,,IT Equipment (T020101),,219.02,,,
855,SCRUB-833 2759L,Carton,2024-08-26T13:05:19Z,,Activated Carbon,TRUE,,Sterile Gloves (M070101),,204.39,,,
856,BK-682 2465L,Box,2024-04-07T13:09:32Z,,Calcium Carbonate,TRUE,,Advert. agency fees (X020101),,916.31,,,
857,HD-915 2857ML,Box,2024-08-03T05:21:58Z,,Zinc Oxide,TRUE,,APO Services (V050401),Advert. agency fees (X020101),180.83,,,
858,BK-430 1332L,Carton,2023-12-18T21:41:56Z,,Titanium Dioxide,TRUE,,,APO Services (V050401),676.56,,,
859,BTHRM-125 1733GAL,Carton,2024-01-02T22:24:41Z,,Ceramic Tiles,FALSE,,Medical Supplies (M060101),Paper products (X010201),632.87,,,
860,SCRUB-783 598KG,Each,2024-10-12T04:30:27Z,,Plastic Granules,FALSE,,Construction Materials (C040201),,366.89,,,
861,BK-927 347GAL,Box,2024-08-26T13:05:19Z,,Rubber Compounds,FALSE,,,Cement (C020301),350.95,,,
862,SCRUB-484 1546KG,Carton,2023-12-04T15:37:21Z,,Abrasive Grinding Wheels,TRUE,,,Cement (C020301),510.56,,,
863,AC-436 499OZ,Box,2024-10-26T00:23:49Z,,Industrial Paints,FALSE,,,,545.55,,,
864,LX-952 2183L,Each,2024-05-23T07:11:36Z,,Wood Pellets,TRUE,,,,860.98,,,
865,SN-463 2713OZ,Each,2023-11-29T15:10:09Z,,PVC Pipes,FALSE,,,,434.36,,,
866,CLNR-560 2275GAL,Box,2024-07-16T21:34:23Z,,Insulation Foam,FALSE,,Chemicals products (W050701),,359.73,,,
867,AC-716 103GAL,Carton,2024-01-20T03:53:03Z,,Hydraulic Fluids,FALSE,,Graphic chain pack design (X030101),Sterile Gloves (M070101),838.92,,,
868,DISINFECT-547 437ML,Box,2024-05-15T11:49:23Z,,Lubricating Oils,TRUE,,Office Supplies (W050801),Paper products (X010201),199.06,,,
869,LX-563 1965KG,Box,2024-06-10T06:36:53Z,,Welding Rods,TRUE,,Cement (C020301),Advert. agency fees (X020101),115.788,,,
870,CLNR-337 2981OZ,Carton,2024-05-15T11:49:23Z,,Electrical Cables,FALSE,,Vehicle Maintenance (M030501),APO Services (V050401),668.91,,,
871,SCRUB-220 369ML,Carton,2024-08-26T13:05:19Z,,Industrial Adhesives,TRUE,,,Paper products (X010201),710.82,,,
872,DISINFECT-764 708OZ,Each,2024-08-30T19:49:32Z,,Stainless Steel Fasteners,TRUE,,Sterile Gloves (M070101),,436.82,,,
873,PRD-345 434KG,Box,2024-08-26T02:27:06Z,,HVAC Filters,TRUE,,Advert. agency fees (X020101),Cement (C020301),819.29,,,
874,BTHRM-914 412OZ,Carton,2024-09-18T14:17:39Z,,Safety Helmets,FALSE,,APO Services (V050401),Cement (C020301),364.27,,,
875,PRD-252 1643OZ,Box,2024-09-07T08:10:09Z,,Fire-Resistant Fabrics,FALSE,,Paper products (X010201),,120.17,,,
876,HD-810 883OZ,Each,2024-02-09T20:19:23Z,,Concrete Additives,FALSE,,Medical Supplies (M060101),,403.56,,,
877,SCRUB-839 336L,Each,2024-08-26T15:50:31Z,,Glass Wool Insulation,FALSE,,Construction Materials (C040201),,400.23,,,
878,HD-960 1691KG,Box,2024-08-27T01:24:04Z,,Roofing Shingles,TRUE,,Chemicals products (W050701),,152.22,,,
879,SN-898 2999OZ,Carton,2023-12-10T22:39:23Z,,Sandpaper Rolls,TRUE,,Graphic chain pack design (X030101),Sterile Gloves (M070101),986.59,,,
880,SCRUB-579 2500L,Box,2024-09-02T01:35:56Z,,Brass Fittings,FALSE,,,Paper products (X010201),368.93,,,
881,SN-462 1429KG,Box,2024-01-04T01:30:24Z,,Tungsten Electrodes,TRUE,,Cement (C020301),,941.39,,,
882,DISINFECT-643 454ML,Carton,2024-02-20T19:04:03Z,,Industrial Solvents,TRUE,,Vehicle Maintenance (M030501),,914.911,,,
883,SN-433 2297GAL,Carton,2024-04-16T20:06:51Z,,Water Treatment Chemicals,TRUE,,IT Equipment (T020101),,648.46,,,
884,AC-132 2079GAL,Each,2024-05-21T16:34:20Z,,"Bearings, Ball-Type",TRUE,,Sterile Gloves (M070101),,833.13,,,
885,PRD-528 1946OZ,Box,2024-08-26T13:05:19Z,,Chain Belts,FALSE,,Advert. agency fees (X020101),,858.267,,,
886,SN-899 2085KG,Carton,2024-08-02T19:50:56Z,,Conveyor Rollers,FALSE,,APO Services (V050401),,138.17,,,
887,SN-873 2228L,Box,2024-05-29T19:20:12Z,,Pneumatic Tools,FALSE,,,Advert. agency fees (X020101),380.57,,,
888,PRD-592 543KG,Each,2024-10-31T18:43:08Z,,LED Light Fixtures,TRUE,,Medical Supplies (M060101),APO Services (V050401),450.37,,,
889,CLNR-358 1469ML,Each,2024-02-06T21:08:43Z,,Circuit Breakers,FALSE,,Construction Materials (C040201),Paper products (X010201),421.895,,,
890,SN-999 599OZ,Box,2024-10-03T13:23:41Z,,Plumbing Valves,TRUE,,,,214.82,,,
891,BK-320 1902L,Carton,2024-01-11T18:04:05Z,,Office Furniture,FALSE,,,Cement (C020301),829.911,,,
892,AC-214 2700GAL,Box,2024-02-05T12:15:13Z,,Cleaning Supplies,FALSE,,,Cement (C020301),737.46,,,
893,CLNR-488 1852OZ,Box,2024-02-20T01:33:00Z,,Packaging Materials,FALSE,,,,550.69,,,
894,SCRUB-505 2879ML,Carton,2024-08-25T01:05:51Z,,IT Equipment,TRUE,,,,989.89,,,
895,AC-872 179ML,Carton,2023-12-17T14:53:31Z,,Laboratory Glassware,FALSE,,,,215.03,,,
896,SCRUB-795 202ML,Each,2024-06-02T08:05:36Z,,Medical PPE Supplies,TRUE,,,,853.92,,,
897,CLNR-559 2457KG,Box,2024-02-12T18:44:24Z,,,TRUE,,,Sterile Gloves (M070101),88.445,,,
898,DISINFECT-800 873GAL,Carton,2024-11-07T14:28:34Z,,"Alumina, Brown Fused",TRUE,,Chemicals products (W050701),Paper products (X010201),735.79,,,
899,BK-344 1381OZ,Box,2023-12-06T11:39:56Z,,"Silica, High-Purity",FALSE,,Graphic chain pack design (X030101),Advert. agency fees (X020101),47.83,,,
900,BTHRM-882 1772L,Each,2024-01-19T10:41:24Z,,Graphite Powder,FALSE,,Office Supplies (W050801),APO Services (V050401),547.32,,,
901,AC-611 783GAL,Each,2024-07-14T12:54:11Z,,Silicon Carbide,FALSE,,Cement (C020301),Paper products (X010201),853.66,,,
902,SCRUB-816 2568GAL,Box,2024-08-17T01:35:01Z,,"Steel, Galvanized Sheets",FALSE,,Vehicle Maintenance (M030501),,996.53,,,
903,BK-115 328OZ,Carton,2024-08-26T13:05:19Z,,Aluminum Ingots,TRUE,,,Cement (C020301),897.55,,,
904,CLNR-815 224GAL,Box,2024-08-26T13:05:19Z,,Copper Cathodes,TRUE,,Sterile Gloves (M070101),Cement (C020301),638.512,,,
905,CLNR-692 1879L,Box,2024-10-16T14:13:00Z,,Polypropylene Resin,FALSE,,Advert. agency fees (X020101),,862.08,,,
906,BK-744 2117OZ,Carton,2024-08-04T20:19:46Z,,Polyester Fiber,TRUE,,APO Services (V050401),,782.93,,,
907,BTHRM-748 2396KG,Carton,2024-10-16T22:47:09Z,,Activated Carbon,TRUE,,Paper products (X010201),,509.44,,,
908,HD-579 1819KG,Each,2024-02-07T12:31:32Z,,Calcium Carbonate,TRUE,,Medical Supplies (M060101),,902.48,,,
909,SN-580 964L,Box,2024-03-28T17:20:14Z,,Zinc Oxide,TRUE,,Construction Materials (C040201),Sterile Gloves (M070101),802.77,,,
910,CLNR-320 2837KG,Carton,2024-10-15T09:43:18Z,,Titanium Dioxide,FALSE,,Chemicals products (W050701),Paper products (X010201),964.78,,,
911,DISINFECT-651 1253OZ,Box,2024-09-28T02:00:01Z,,Ceramic Tiles,FALSE,,Graphic chain pack design (X030101),,908.55,,,
912,SN-392 1057OZ,Each,2024-11-11T16:36:18Z,,Plastic Granules,FALSE,,,,474.38,,,
913,SN-298 2806KG,Each,2024-08-04T10:55:09Z,,Rubber Compounds,TRUE,,Cement (C020301),,552.83,,,
914,BK-838 1651L,Box,2024-04-09T13:04:44Z,,Abrasive Grinding Wheels,FALSE,,Vehicle Maintenance (M030501),,950.47,,,
915,PRD-518 1281KG,Carton,2024-04-17T05:46:22Z,,Industrial Paints,TRUE,,IT Equipment (T020101),Advert. agency fees (X020101),201.34,,,
916,SN-124 2098L,Box,2024-08-26T13:05:19Z,,Wood Pellets,FALSE,,Sterile Gloves (M070101),APO Services (V050401),111.56,,,
917,HD-821 1003KG,Box,2024-08-26T13:05:19Z,,PVC Pipes,FALSE,,Advert. agency fees (X020101),Paper products (X010201),168.85,,,
918,PRD-516 1633OZ,Carton,2024-03-29T16:42:50Z,,Insulation Foam,FALSE,,APO Services (V050401),,829.16,,,
919,BK-321 2934L,Carton,2024-02-25T17:13:24Z,,Hydraulic Fluids,TRUE,,,Cement (C020301),738.49,,,
920,HD-965 597L,Each,2024-04-24T16:39:12Z,,Lubricating Oils,FALSE,,Medical Supplies (M060101),Cement (C020301),525.04,,,
921,HD-413 1550KG,Box,2024-10-17T11:18:16Z,,Welding Rods,TRUE,,Construction Materials (C040201),,912.54,,,
922,BK-237 1350OZ,Carton,2024-05-14T09:57:01Z,,Electrical Cables,TRUE,,,,260.23,,,
923,SCRUB-266 1091GAL,Box,2024-08-03T06:45:56Z,,Industrial Adhesives,TRUE,,Chemicals products (W050701),,497.93,,,
924,PRD-337 755GAL,Each,2024-03-21T13:14:00Z,,Stainless Steel Fasteners,TRUE,,Graphic chain pack design (X030101),,528.25,,,
925,SN-436 807OZ,Each,2024-06-05T23:56:20Z,,HVAC Filters,FALSE,,Office Supplies (W050801),Sterile Gloves (M070101),964.03,,,
926,HD-720 1052ML,Box,2024-03-04T06:01:13Z,,Safety Helmets,FALSE,,Cement (C020301),Paper products (X010201),873.94,,,
927,LX-393 2713OZ,Carton,2024-04-30T17:38:04Z,,Fire-Resistant Fabrics,FALSE,,Vehicle Maintenance (M030501),Advert. agency fees (X020101),312.611,,,
928,BK-972 2054GAL,Box,2024-08-26T13:05:19Z,,Concrete Additives,TRUE,,,APO Services (V050401),354.77,,,
929,DISINFECT-427 574ML,Box,2024-01-04T13:21:39Z,,Glass Wool Insulation,FALSE,,Sterile Gloves (M070101),Paper products (X010201),798.02,,,
930,CLNR-895 1052ML,Carton,2024-08-26T13:05:19Z,,Roofing Shingles,TRUE,,Advert. agency fees (X020101),,520.96,,,
931,SN-618 535OZ,Carton,2024-10-20T01:51:15Z,,Sandpaper Rolls,FALSE,,APO Services (V050401),Cement (C020301),937.33,,,
932,SCRUB-872 2210L,Each,2024-07-07T13:17:42Z,,Brass Fittings,FALSE,,Paper products (X010201),Cement (C020301),660.45,,,
933,BTHRM-576 2713OZ,Box,2024-02-08T07:34:27Z,,Tungsten Electrodes,FALSE,,Medical Supplies (M060101),,49.15,,,
934,SN-393 259KG,Carton,2024-08-23T08:52:38Z,,Industrial Solvents,TRUE,,Construction Materials (C040201),,715.891,,,
935,DISINFECT-713 2950KG,Box,2024-07-01T07:38:38Z,,Water Treatment Chemicals,FALSE,,Chemicals products (W050701),,876.91,,,
936,PRD-518 571L,Each,2024-10-23T13:01:35Z,,"Bearings, Ball-Type",TRUE,,Graphic chain pack design (X030101),,765.97,,,
937,BK-459 2822L,Each,2024-03-25T05:28:54Z,,Chain Belts,TRUE,,,Sterile Gloves (M070101),556.555,,,
938,LX-933 119ML,Box,2024-08-06T08:48:25Z,,Conveyor Rollers,TRUE,,Cement (C020301),Paper products (X010201),395.44,,,
939,HD-763 835OZ,Carton,2024-04-20T13:04:15Z,,Pneumatic Tools,FALSE,,Vehicle Maintenance (M030501),,184.68,,,
940,DISINFECT-620 2356ML,Box,2023-12-12T09:23:28Z,,LED Light Fixtures,FALSE,,IT Equipment (T020101),,523.03,,,
941,HD-110 1476ML,Box,2024-09-10T20:17:08Z,,Circuit Breakers,FALSE,,Sterile Gloves (M070101),,958.42,,,
942,PRD-899 1929OZ,Carton,2024-02-15T13:17:21Z,,Plumbing Valves,FALSE,,Advert. agency fees (X020101),,62.49,,,
943,SN-566 2457KG,Carton,2024-08-26T13:05:19Z,,Office Furniture,TRUE,,APO Services (V050401),,432.86,,,
944,SN-752 1121ML,Each,2024-05-09T17:49:36Z,,Cleaning Supplies,TRUE,,,,527.18,,,
945,CLNR-820 764ML,Box,2024-05-22T14:52:18Z,,Packaging Materials,FALSE,,Medical Supplies (M060101),Advert. agency fees (X020101),91.83,,,
946,SCRUB-951 2629OZ,Carton,2024-01-17T14:20:42Z,,IT Equipment,TRUE,,Construction Materials (C040201),APO Services (V050401),222.43,,,
947,AC-155 1313OZ,Box,2024-08-26T13:05:19Z,,Laboratory Glassware,TRUE,,,Paper products (X010201),318.88,,,
948,DISINFECT-340 1882ML,Each,2023-12-09T18:13:26Z,,Medical PPE Supplies,TRUE,,Chemicals products (W050701),,224.75,,,
949,BTHRM-880 378L,Each,2024-09-28T07:36:24Z,,,TRUE,,Graphic chain pack design (X030101),Cement (C020301),833.91,,,
950,PRD-637 510KG,Box,2024-10-05T23:20:22Z,,"Alumina, Brown Fused",FALSE,,Office Supplies (W050801),Cement (C020301),847.631,,,
951,AC-634 1639OZ,Carton,2024-02-13T18:23:13Z,,"Silica, High-Purity",FALSE,,Cement (C020301),,27.099,,,
952,SN-177 773ML,Box,2024-08-17T12:31:33Z,,Graphite Powder,FALSE,,Vehicle Maintenance (M030501),,811.25,,,
953,BTHRM-171 1867OZ,Box,2024-04-05T23:36:10Z,,Silicon Carbide,TRUE,,,,726.39,,,
954,SCRUB-437 1372OZ,Carton,2024-08-14T07:19:33Z,,"Steel, Galvanized Sheets",FALSE,,Sterile Gloves (M070101),,219.02,,,
955,HD-737 2907GAL,Carton,2024-08-26T13:05:19Z,,Aluminum Ingots,TRUE,,Advert. agency fees (X020101),Sterile Gloves (M070101),204.39,,,
956,BK-439 1233KG,Each,2024-04-07T13:09:32Z,,Copper Cathodes,FALSE,,APO Services (V050401),Paper products (X010201),916.31,,,
957,SN-820 2561OZ,Box,2024-08-03T05:21:58Z,,Polypropylene Resin,FALSE,,Paper products (X010201),Advert. agency fees (X020101),180.83,,,
958,LX-240 723L,Carton,2023-12-18T21:41:56Z,,Polyester Fiber,FALSE,,Medical Supplies (M060101),APO Services (V050401),676.56,,,
959,BK-868 1223ML,Box,2024-01-02T22:24:41Z,,Activated Carbon,TRUE,,Construction Materials (C040201),Paper products (X010201),632.87,,,
960,HD-298 495GAL,Each,2024-10-12T04:30:27Z,,,FALSE,,Chemicals products (W050701),,366.89,,,
961,DISINFECT-508 2114L,Each,2024-08-26T13:05:19Z,,,TRUE,,Graphic chain pack design (X030101),Cement (C020301),350.95,,,
962,AC-650 1676GAL,Box,2023-12-04T15:37:21Z,,,TRUE,,,Cement (C020301),510.56,,,
963,DISINFECT-333 746ML,Carton,2024-10-26T00:23:49Z,,,TRUE,,Cement (C020301),,545.55,,,
964,SN-408 50GAL,Box,2024-05-23T07:11:36Z,,Plastic Granules,TRUE,,Vehicle Maintenance (M030501),,860.98,,,
965,PRD-979 2325KG,Box,2023-11-29T15:10:09Z,,Rubber Compounds,FALSE,,IT Equipment (T020101),,434.36,,,
966,PRD-455 550ML,Carton,2024-07-16T21:34:23Z,,Abrasive Grinding Wheels,FALSE,,Sterile Gloves (M070101),,359.73,,,
967,SN-450 1663OZ,Carton,2024-01-20T03:53:03Z,,Industrial Paints,FALSE,,Advert. agency fees (X020101),Sterile Gloves (M070101),838.92,,,
968,SN-463 2139ML,Each,2024-05-15T11:49:23Z,,Wood Pellets,TRUE,,APO Services (V050401),Paper products (X010201),199.06,,,
969,SCRUB-836 1761ML,Box,2024-06-10T06:36:53Z,,PVC Pipes,FALSE,,,,115.788,,,
970,AC-469 1867OZ,Carton,2024-05-15T11:49:23Z,,Insulation Foam,TRUE,,Medical Supplies (M060101),,668.91,,,
971,SCRUB-689 598KG,Box,2024-08-26T13:05:19Z,,Hydraulic Fluids,FALSE,,Construction Materials (C040201),,710.82,,,
972,SCRUB-734 1442OZ,Each,2024-08-30T19:49:32Z,,Lubricating Oils,FALSE,,,,436.82,,,
973,CLNR-657 100GAL,Each,2024-08-26T02:27:06Z,,Welding Rods,FALSE,,,,819.29,,,
974,AC-852 2396KG,Box,2024-09-18T14:17:39Z,,Electrical Cables,TRUE,,,,364.27,,,
975,BK-891 2877L,Carton,2024-09-07T08:10:09Z,,Industrial Adhesives,FALSE,,,Sterile Gloves (M070101),120.17,,,
976,AC-399 686GAL,Box,2024-02-09T20:19:23Z,,Stainless Steel Fasteners,TRUE,,,Paper products (X010201),403.56,,,
977,PRD-697 16ML,Box,2024-08-26T15:50:31Z,,HVAC Filters,TRUE,,,,400.23,,,
978,LX-363 5OZ,Carton,2024-08-27T01:24:04Z,,Safety Helmets,TRUE,,,,152.22,,,
979,LX-224 484GAL,Carton,2023-12-10T22:39:23Z,,Fire-Resistant Fabrics,FALSE,,Sterile Gloves (M070101),,986.59,,,
980,SCRUB-192 2748OZ,Each,2024-09-02T01:35:56Z,,,FALSE,,Advert. agency fees (X020101),,368.93,,,
981,SN-299 1052L,Box,2024-01-04T01:30:24Z,,Glass Wool Insulation,FALSE,,APO Services (V050401),,941.39,,,
982,SCRUB-768 1692GAL,Carton,2024-02-20T19:04:03Z,,Roofing Shingles,FALSE,,Paper products (X010201),,914.911,,,
983,LX-516 144OZ,Box,2024-04-16T20:06:51Z,,Sandpaper Rolls,TRUE,,Medical Supplies (M060101),Advert. agency fees (X020101),648.46,,,
984,BTHRM-693 2308ML,Each,2024-05-21T16:34:20Z,,Brass Fittings,TRUE,,Construction Materials (C040201),APO Services (V050401),833.13,,,
985,BK-680 2262OZ,Each,2024-08-26T13:05:19Z,,Tungsten Electrodes,FALSE,,Chemicals products (W050701),Paper products (X010201),858.267,,,
986,HD-409 1766ML,Box,2024-08-02T19:50:56Z,,Industrial Solvents,TRUE,,Graphic chain pack design (X030101),,138.17,,,
987,BK-645 532ML,Carton,2024-05-29T19:20:12Z,,Water Treatment Chemicals,TRUE,,,Cement (C020301),380.57,,,
988,BK-382 2723GAL,Box,2024-10-31T18:43:08Z,,"Bearings, Ball-Type",TRUE,,Cement (C020301),Cement (C020301),450.37,,,
989,AC-554 2922ML,Box,2024-02-06T21:08:43Z,,Chain Belts,TRUE,,Vehicle Maintenance (M030501),,421.895,,,
990,BTHRM-744 731OZ,Carton,2024-10-03T13:23:41Z,,Conveyor Rollers,FALSE,,IT Equipment (T020101),,421.895,,,
991,PRD-298 817ML,Carton,2024-01-11T18:04:05Z,,Pneumatic Tools,FALSE,,Sterile Gloves (M070101),,819.29,,,
992,AC-310 205L,Each,2024-02-05T12:15:13Z,,LED Light Fixtures,FALSE,,Advert. agency fees (X020101),,364.27,,,
993,PRD-887 1716ML,Box,2024-02-20T01:33:00Z,,Circuit Breakers,TRUE,,APO Services (V050401),Sterile Gloves (M070101),120.17,,,
994,PRD-248 2782L,Carton,2024-08-25T01:05:51Z,,Plumbing Valves,FALSE,,,Paper products (X010201),403.56,,,
995,LX-892 1029ML,Box,2023-12-17T14:53:31Z,,Office Furniture,TRUE,,Medical Supplies (M060101),Advert. agency fees (X020101),400.23,,,
996,BK-266 607OZ,Each,2024-06-02T08:05:36Z,,Cleaning Supplies,FALSE,,Construction Materials (C040201),APO Services (V050401),152.22,,,
997,SN-755 1178L,Each,2024-02-12T18:44:24Z,,Packaging Materials,FALSE,,,Paper products (X010201),986.59,,,
998,SN-828 2202L,Box,2024-11-07T14:28:34Z,,IT Equipment,FALSE,,,,368.93,,,
999,PRD-576 1597OZ,Carton,2023-12-06T11:39:56Z,,Laboratory Glassware,TRUE,,,Cement (C020301),941.39,,,
1000,DISINFECT-585 698GAL,Box,2024-01-19T10:41:24Z,,Medical PPE Supplies,FALSE,,,Cement (C020301),914.911,,,
1001,BK-891 2877L,Box,2024-07-14T12:54:11Z,,,TRUE,,Sterile Gloves (M070101),,648.46,,,
1002,AC-399 686GAL,Carton,2024-08-17T01:35:01Z,,,TRUE,,Advert. agency fees (X020101),,833.13,,,
1003,PRD-697 16ML,Carton,2024-08-26T13:05:19Z,,,TRUE,,APO Services (V050401),,858.267,,,
1004,LX-363 5OZ,Each,2024-08-26T13:05:19Z,,"Alumina, Brown Fused",TRUE,,Paper products (X010201),,138.17,,,
1005,LX-224 484GAL,Box,2024-10-16T14:13:00Z,,"Silica, High-Purity",FALSE,,Medical Supplies (M060101),,380.57,,,
1006,SCRUB-192 2748OZ,Carton,2024-08-04T20:19:46Z,,Graphite Powder,FALSE,,Construction Materials (C040201),,450.37,,,
1007,SN-299 1052L,Box,2024-10-16T22:47:09Z,,Silicon Carbide,FALSE,,Chemicals products (W050701),,421.895,,,
1008,SCRUB-768 1692GAL,Each,2024-02-07T12:31:32Z,,"Steel, Galvanized Sheets",TRUE,,Graphic chain pack design (X030101),,421.895,,,
1009,LX-516 144OZ,Each,2024-03-28T17:20:14Z,,Aluminum Ingots,FALSE,,,,819.29,,,
1010,BTHRM-693 2308ML,Box,2024-10-15T09:43:18Z,,Copper Cathodes,TRUE,,Cement (C020301),Sterile Gloves (M070101),364.27,,,
1011,BK-680 2262OZ,Carton,2024-09-28T02:00:01Z,,Polypropylene Resin,FALSE,,Vehicle Maintenance (M030501),Paper products (X010201),120.17,,,
